@relation yeast-3
@attribute Mcg real [0.11, 1.0]
@attribute Gvh real [0.13, 1.0]
@attribute Alm real [0.21, 1.0]
@attribute Mit real [0.0, 1.0]
@attribute Erl real [0.5, 1.0]
@attribute Pox real [0.0, 0.83]
@attribute Vac real [0.0, 0.73]
@attribute Nuc real [0.0, 1.0]
@attribute Class {MIT, NUC, CYT, ME1, ME2, ME3, EXC, VAC, POX, ERL}
@inputs Mcg, Gvh, Alm, Mit, Erl, Pox, Vac, Nuc
@outputs Class
@data
0.43, 0.51, 0.48, 0.14, 0.5, 0.0, 0.5, 0.22, CYT
0.46, 0.35, 0.33, 0.17, 0.5, 0.0, 0.55, 0.22, ME3
0.54, 0.55, 0.42, 0.22, 0.5, 0.0, 0.48, 0.22, ME3
0.45, 0.4, 0.56, 0.14, 0.5, 0.0, 0.54, 0.22, CYT
0.37, 0.34, 0.32, 0.22, 0.5, 0.0, 0.56, 0.22, ME3
0.7, 0.69, 0.43, 0.33, 0.5, 0.0, 0.58, 0.22, ME1
0.31, 0.31, 0.54, 0.18, 0.5, 0.0, 0.52, 0.29, NUC
0.51, 0.48, 0.58, 0.22, 0.5, 0.0, 0.5, 0.28, NUC
0.34, 0.4, 0.3, 0.23, 0.5, 0.0, 0.51, 0.22, ME3
0.67, 0.51, 0.53, 0.28, 0.5, 0.0, 0.51, 0.22, MIT
0.47, 0.59, 0.43, 0.13, 0.5, 0.0, 0.56, 0.3, ME3
0.42, 0.25, 0.6, 0.14, 0.5, 0.0, 0.45, 0.22, CYT
0.54, 0.51, 0.54, 0.52, 0.5, 0.0, 0.47, 0.25, MIT
0.38, 0.49, 0.54, 1.0, 0.5, 0.0, 0.5, 0.27, CYT
0.27, 0.56, 0.56, 0.18, 0.5, 0.0, 0.52, 0.22, CYT
0.58, 0.76, 0.4, 0.37, 0.5, 0.0, 0.54, 0.3, ME2
0.42, 0.51, 0.39, 0.22, 0.5, 0.0, 0.49, 0.26, ME3
0.44, 0.41, 0.44, 0.13, 0.5, 0.0, 0.49, 0.42, NUC
0.81, 0.65, 0.52, 0.41, 0.5, 0.0, 0.57, 0.26, MIT
0.5, 0.49, 0.52, 0.2, 0.5, 0.0, 0.43, 0.52, NUC
0.7, 0.53, 0.42, 0.22, 0.5, 0.0, 0.51, 0.28, NUC
0.8, 0.81, 0.55, 0.35, 0.5, 0.0, 0.42, 0.22, EXC
0.43, 0.39, 0.59, 0.13, 0.5, 0.0, 0.41, 0.43, NUC
0.66, 0.54, 0.49, 0.16, 0.5, 0.0, 0.54, 0.36, NUC
0.39, 0.3, 0.56, 0.12, 0.5, 0.0, 0.53, 0.38, NUC
0.57, 0.4, 0.62, 0.3, 0.5, 0.0, 0.48, 0.11, MIT
0.45, 0.43, 0.63, 0.4, 0.5, 0.0, 0.59, 0.11, MIT
0.57, 0.61, 0.55, 0.27, 0.5, 0.0, 0.44, 0.21, MIT
0.64, 0.64, 0.56, 0.21, 0.5, 0.0, 0.5, 0.22, MIT
0.61, 0.46, 0.51, 0.37, 0.5, 0.0, 0.51, 0.22, MIT
0.76, 0.76, 0.35, 0.27, 0.5, 0.0, 0.44, 0.22, ME1
0.63, 0.47, 0.56, 0.12, 0.5, 0.0, 0.5, 0.22, MIT
0.47, 0.46, 0.55, 0.28, 0.5, 0.0, 0.44, 0.46, NUC
0.44, 0.41, 0.29, 0.21, 0.5, 0.0, 0.49, 0.22, ME3
0.47, 0.5, 0.55, 0.19, 0.5, 0.0, 0.62, 0.22, CYT
0.36, 0.3, 0.5, 0.19, 0.5, 0.0, 0.55, 0.3, NUC
0.64, 0.76, 0.51, 0.18, 0.5, 0.0, 0.46, 0.22, NUC
0.88, 0.59, 0.54, 0.39, 0.5, 0.0, 0.41, 0.3, NUC
0.83, 0.57, 0.42, 0.57, 0.5, 0.0, 0.5, 0.32, ME2
0.33, 0.38, 0.45, 0.19, 0.5, 0.0, 0.54, 0.37, NUC
0.46, 0.49, 0.45, 0.28, 0.5, 0.0, 0.55, 0.22, VAC
0.5, 0.32, 0.49, 0.49, 0.5, 0.0, 0.48, 0.32, MIT
0.59, 0.45, 0.58, 0.21, 0.5, 0.0, 0.49, 0.22, MIT
0.43, 0.45, 0.53, 0.19, 0.5, 0.0, 0.56, 0.22, CYT
0.45, 0.4, 0.43, 0.22, 0.5, 0.0, 0.51, 0.48, NUC
0.49, 0.6, 0.3, 0.34, 0.5, 0.0, 0.5, 0.43, ME3
0.95, 0.71, 0.27, 0.39, 0.5, 0.0, 0.31, 0.22, ME2
0.38, 0.48, 0.51, 0.13, 0.5, 0.0, 0.5, 0.32, NUC
0.37, 0.48, 0.5, 0.26, 0.5, 0.0, 0.52, 0.39, NUC
0.49, 0.71, 0.54, 0.13, 0.5, 0.0, 0.58, 0.22, NUC
0.75, 0.69, 0.48, 0.13, 0.5, 0.0, 0.57, 0.4, VAC
0.77, 0.57, 0.45, 0.17, 0.5, 0.0, 0.53, 0.22, CYT
0.48, 0.47, 0.59, 0.41, 0.5, 0.0, 0.56, 0.27, NUC
0.5, 0.36, 0.64, 0.37, 0.5, 0.0, 0.37, 0.33, NUC
0.54, 0.55, 0.56, 0.14, 0.5, 0.0, 0.5, 0.25, CYT
0.61, 0.38, 0.57, 0.36, 0.5, 0.0, 0.44, 0.21, CYT
0.57, 0.49, 0.61, 0.26, 0.5, 0.0, 0.52, 0.22, NUC
0.46, 0.35, 0.69, 0.18, 0.5, 0.0, 0.3, 0.25, CYT
0.57, 0.43, 0.52, 0.3, 0.5, 0.0, 0.37, 0.11, CYT
0.4, 0.45, 0.61, 0.29, 0.5, 0.0, 0.44, 0.22, CYT
0.35, 0.21, 1.0, 0.8, 0.5, 0.0, 0.13, 0.01, CYT
0.69, 0.54, 0.55, 0.23, 0.5, 0.0, 0.73, 0.22, CYT
0.78, 0.82, 0.56, 0.21, 0.5, 0.0, 0.69, 0.22, CYT
0.47, 0.56, 0.46, 0.5, 0.5, 0.0, 0.51, 0.22, MIT
0.38, 0.5, 0.52, 0.44, 0.5, 0.0, 0.54, 0.11, CYT
0.38, 0.5, 0.52, 0.44, 0.5, 0.0, 0.54, 0.11, CYT
0.46, 0.49, 0.55, 0.18, 0.5, 0.0, 0.56, 0.22, NUC
0.53, 0.51, 0.55, 0.57, 0.5, 0.0, 0.46, 0.22, MIT
0.55, 0.55, 0.52, 0.13, 0.5, 0.0, 0.53, 0.25, CYT
0.46, 0.44, 0.58, 0.17, 0.5, 0.0, 0.55, 0.22, CYT
0.34, 0.46, 0.52, 0.19, 0.5, 0.0, 0.53, 0.26, CYT
0.65, 0.66, 0.37, 0.12, 0.5, 0.0, 0.52, 0.27, ME3
0.37, 0.55, 0.52, 0.13, 0.5, 0.0, 0.42, 0.8, CYT
0.47, 0.56, 0.51, 0.2, 0.5, 0.0, 0.52, 0.59, NUC
0.55, 0.4, 0.62, 0.22, 0.5, 0.0, 0.37, 0.28, NUC
0.57, 0.55, 0.51, 0.18, 0.5, 0.0, 0.51, 0.43, NUC
0.46, 0.5, 0.5, 0.28, 0.5, 0.0, 0.5, 0.37, NUC
0.73, 0.52, 0.59, 0.25, 0.5, 0.0, 0.51, 0.22, NUC
0.52, 0.31, 0.56, 0.16, 0.5, 0.0, 0.55, 0.22, NUC
0.49, 0.48, 0.51, 0.21, 0.5, 0.0, 0.53, 0.22, NUC
0.49, 0.31, 0.43, 0.24, 0.5, 0.0, 0.54, 0.22, ME3
0.83, 0.81, 0.45, 0.38, 0.5, 0.0, 0.4, 0.26, EXC
0.57, 0.35, 0.5, 0.43, 0.5, 0.0, 0.53, 0.22, CYT
0.63, 0.43, 0.48, 0.11, 0.5, 0.0, 0.51, 0.22, CYT
0.77, 0.7, 0.44, 0.29, 0.5, 0.0, 0.56, 0.22, ME1
0.57, 0.29, 0.63, 0.22, 0.5, 0.0, 0.49, 0.27, NUC
0.25, 0.26, 0.53, 0.17, 0.5, 0.0, 0.45, 0.22, CYT
0.39, 0.45, 0.75, 0.17, 0.5, 0.0, 0.51, 0.22, CYT
0.62, 0.6, 0.54, 0.22, 0.5, 0.0, 0.54, 0.27, CYT
0.19, 0.41, 0.55, 0.13, 0.5, 0.0, 0.52, 0.25, CYT
0.56, 0.68, 0.42, 0.36, 0.5, 0.0, 0.49, 0.22, CYT
0.4, 0.45, 0.45, 0.15, 0.5, 0.0, 0.53, 0.48, NUC
0.39, 0.63, 0.41, 0.27, 0.5, 0.0, 0.49, 0.22, ME3
0.88, 0.75, 0.41, 0.36, 0.5, 0.0, 0.43, 0.22, ME2
0.47, 0.61, 0.32, 0.27, 0.5, 0.0, 0.5, 0.3, ME3
0.74, 0.73, 0.32, 0.2, 0.5, 0.0, 0.55, 0.22, ME1
0.39, 0.56, 0.34, 0.18, 0.5, 0.0, 0.49, 0.22, ME3
0.52, 0.46, 0.34, 0.2, 0.5, 0.0, 0.51, 0.25, ME3
0.38, 0.4, 0.39, 0.19, 0.5, 0.0, 0.46, 0.62, NUC
0.58, 0.56, 0.38, 0.39, 0.5, 0.0, 0.54, 0.57, NUC
0.39, 0.58, 0.47, 0.18, 0.5, 0.0, 0.48, 0.22, MIT
0.71, 0.5, 0.5, 0.18, 0.5, 0.0, 0.46, 0.22, CYT
0.38, 0.32, 0.64, 0.41, 0.5, 0.0, 0.44, 0.11, CYT
0.56, 0.48, 0.58, 0.27, 0.5, 0.0, 0.51, 0.22, CYT
0.48, 0.23, 0.57, 0.27, 0.5, 0.0, 0.48, 0.47, NUC
0.48, 0.61, 0.44, 0.2, 0.5, 0.0, 0.47, 0.22, CYT
0.52, 0.56, 0.54, 0.53, 0.5, 0.0, 0.45, 0.22, MIT
0.37, 0.22, 0.64, 0.35, 0.5, 0.0, 0.47, 0.22, NUC
0.53, 0.42, 0.58, 0.29, 0.5, 0.0, 0.5, 0.22, MIT
0.69, 0.7, 0.5, 0.3, 0.5, 0.0, 0.54, 0.22, VAC
0.39, 0.44, 0.54, 0.24, 0.5, 0.0, 0.51, 0.49, NUC
0.46, 0.53, 0.47, 0.37, 0.5, 0.0, 0.51, 0.36, NUC
0.48, 0.17, 0.37, 0.33, 0.5, 0.0, 0.44, 0.36, NUC
0.41, 0.47, 0.5, 0.14, 0.5, 0.0, 0.53, 0.37, NUC
