@relation yeast-3
@attribute Mcg real [0.11, 1.0]
@attribute Gvh real [0.13, 1.0]
@attribute Alm real [0.21, 1.0]
@attribute Mit real [0.0, 1.0]
@attribute Erl real [0.5, 1.0]
@attribute Pox real [0.0, 0.83]
@attribute Vac real [0.0, 0.73]
@attribute Nuc real [0.0, 1.0]
@attribute Class {MIT, NUC, CYT, ME1, ME2, ME3, EXC, VAC, POX, ERL}
@inputs Mcg, Gvh, Alm, Mit, Erl, Pox, Vac, Nuc
@outputs Class
@data
0.72, 0.56, 0.4, 0.26, 0.5, 0.0, 0.51, 0.26, ME2
0.48, 0.54, 0.53, 0.6, 0.5, 0.0, 0.53, 0.31, NUC
0.36, 0.44, 0.51, 0.17, 0.5, 0.0, 0.6, 0.19, NUC
0.7, 0.84, 0.49, 0.28, 1.0, 0.0, 0.58, 0.22, ERL
0.28, 0.46, 0.26, 0.18, 0.5, 0.0, 0.39, 0.22, VAC
0.42, 0.65, 0.58, 0.34, 0.5, 0.0, 0.5, 0.22, MIT
0.61, 0.46, 0.54, 0.11, 0.5, 0.0, 0.47, 0.22, CYT
0.41, 0.41, 0.43, 0.61, 0.5, 0.0, 0.53, 0.22, MIT
0.61, 0.53, 0.59, 0.17, 0.5, 0.0, 0.44, 0.28, CYT
0.34, 0.34, 0.65, 0.4, 0.5, 0.0, 0.32, 0.16, CYT
0.39, 0.65, 0.57, 0.19, 0.5, 0.0, 0.44, 0.25, CYT
0.57, 0.48, 0.54, 0.22, 0.5, 0.0, 0.5, 0.11, CYT
0.41, 0.49, 0.65, 0.28, 0.5, 0.0, 0.59, 0.57, CYT
0.85, 0.66, 0.49, 0.18, 0.5, 0.0, 0.51, 0.22, ME1
0.54, 0.44, 0.35, 0.19, 0.5, 0.0, 0.51, 0.27, ME3
0.37, 0.4, 0.38, 0.18, 0.5, 0.0, 0.51, 0.22, ME3
0.46, 0.61, 0.55, 0.29, 0.5, 0.0, 0.49, 0.22, MIT
0.29, 0.26, 0.43, 0.17, 0.5, 0.0, 0.55, 0.3, ME3
0.51, 0.45, 0.62, 0.25, 0.5, 0.0, 0.59, 0.22, MIT
